token,search_terms,clicks,spend,sales,orders,cvr,acos,cpc,token_type,already_negative,click_share,sales_share,relative_cvr,issue_zero_sales,issue_low_relevancy,issue_high_spend,score,recommendation,reason
kills,2,2,4.98,0.0,0,0.0,0.0,2.49,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
leave,2,2,4.98,0.0,0,0.0,0.0,2.49,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
permethrin,1,2,4.92,0.0,0,0.0,0.0,2.46,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
topical,2,2,4.9,0.0,0,0.0,0.0,2.45,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
breeds,2,2,4.880000000000001,0.0,0,0.0,0.0,2.4400000000000004,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
alergia,2,2,4.800000000000001,0.0,0,0.0,0.0,2.4000000000000004,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
moisturizer,2,2,4.800000000000001,0.0,0,0.0,0.0,2.4000000000000004,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
removal,2,2,4.800000000000001,0.0,0,0.0,0.0,2.4000000000000004,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
pores,2,2,4.779999999999999,0.0,0,0.0,0.0,2.3899999999999997,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
red,2,2,4.72,0.0,0,0.0,0.0,2.36,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
amitraz,2,2,4.68,0.0,0,0.0,0.0,2.34,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
antiitch,2,2,4.68,0.0,0,0.0,0.0,2.34,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
does,2,2,4.68,0.0,0,0.0,0.0,2.34,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
cleaning,2,2,4.67,0.0,0,0.0,0.0,2.335,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
